Rank,Book Name,Simile,Tenor,Vehicle,Shared Property
68,The divine comedy,"“if right thy words i scan,” replied that shade magnanimous, “thy soul is by vile fear assail’d, which oft so overcasts a man, that he recoils from noblest resolution, like a beast at some false semblance in the twilight gloom.",soul  ,beast,
68,The divine comedy,"various tongues, horrible languages, outcries of woe, accents of anger, voices deep and hoarse, with hands together smote that swell’d the sounds, made up a tumult, that for ever whirls round through that air with solid darkness stain’d, like to the sand that in the whirlwind flies.",tumult,sand,
68,The divine comedy,"as fall off the light autumnal leaves, one still another following, till the bough strews all its honours on the earth beneath; e’en in like manner adam’s evil brood cast themselves one by one down from the shore, each at a beck, as falcon at his call.",brood,leaves,
68,The divine comedy,"because they all that appellation own, with which the voice singly accosted me, honouring they greet me thus, and well they judge.” so i beheld united the bright school of him the monarch of sublimest song, that o’er the others like an eagle soars.",school,eagle,
68,The divine comedy,"in its leaves that day we read no more.” while thus one spirit spake, the other wail’d so sorely, that heartstruck i through compassion fainting, seem’d not far from death, and like a corpse fell to the ground.",spirit,corpse,
68,The divine comedy,"for the sin of glutt’ny, damned vice, beneath this rain, e’en as thou see’st, i with fatigue am worn; nor i sole spirit in this woe: all these have by like crime incurr’d like punishment.” no more he said, and i my speech resum’d: “ciacco!",I,worn,
68,The divine comedy,"there above how many now hold themselves mighty kings who here like swine shall wallow in the mire, leaving behind them horrible dispraise!” i then: “master!",kings,swine,
68,The divine comedy,"we unoppos’d there enter’d; and my mind eager to learn what state a fortress like to that might hold, i soon as enter’d throw mine eye around, and see on every part wide-stretching space replete with bitter pain and torment ill. as where rhone stagnates on the plains of arles, or as at pola, near quarnaro’s gulf, that closes italy and laves her bounds, the place is all thick spread with sepulchres; so was it here, save what in horror here excell’d: for ’midst the graves were scattered flames, wherewith intensely all throughout they burn’d, that iron for no craft there hotter needs.",fortress ,place,filled
68,The divine comedy,"say who are these, interr’d within these vaults, of whom distinct we hear the dolorous sighs?” he answer thus return’d: “the arch-heretics are here, accompanied by every sect their followers; and much more, than thou believest, tombs are freighted: like with like is buried; and the monuments are different in degrees of heat.” this said, he to the right hand turning, on we pass’d betwixt the afflicted and the ramparts high.",Arch-heretics,Tombs,
68,The divine comedy,"he comes not tutor’d by thy sister’s art, but to behold your torments is he come.” like to a bull, that with impetuous spring darts, at the moment when the fatal blow hath struck him, but unable to proceed plunges on either side; so saw i plunge the minotaur; whereat the sage exclaim’d: “run to the passage!",Minotaur  ,Bull,
68,The divine comedy,"while he storms, ’t is well that thou descend.” thus down our road we took through those dilapidated crags, that oft mov’d underneath my feet, to weight like theirs unus’d.",he,storms,
68,The divine comedy,"to declare, how in these gnarled joints the soul is tied; and whether any ever from such frame be loosen’d, if thou canst, that also tell.” thereat the trunk breath’d hard, and the wind soon chang’d into sounds articulate like these; briefly ye shall be answer’d.",soul,joints,
68,The divine comedy,"a mountain rises there, call’d ida, joyous once with leaves and streams, deserted now like a forbidden thing.",mountain,forbidden,
68,The divine comedy,"canto xvi now came i where the water’s din was heard, as down it fell into the other round, resounding like the hum of swarming bees: when forth together issu’d from a troop, that pass’d beneath the fierce tormenting storm, three spirits, running swift.",water,hum,
68,The divine comedy,"in the void glancing, his tail upturn’d its venomous fork, with sting like scorpion’s arm’d.",tail,arm,
68,The divine comedy,"he who the pouch with the three beaks will bring!’” this said, he writh’d the mouth, and loll’d the tongue out, like an ox that licks his nostrils.",ox,pouch,
68,The divine comedy,"thus, like an eel, outstretch’d at length he steer’d, gath’ring the air up with retractile claws.",He,eel,
68,The divine comedy,"thou stoop’st to earth!” wearied descends, and swiftly down the sky in many an orbit wheels, then lighting sits at distance from his lord in angry mood; so geryon lighting places us on foot low down at base of the deep-furrow’d rock, and, of his burden there discharg’d, forthwith sprang forward, like an arrow from the string.",Geryon,Lightning,
68,The divine comedy,"as where to guard the walls, full many a foss begirds some stately castle, sure defence affording to the space within, so here were model’d these; and as like fortresses e’en from their threshold to the brink without, are flank’d with bridges; from the rock’s low base thus flinty paths advanc’d, that ’cross the moles and dikes, struck onward far as to the gulf, that in one bound collected cuts them off.",castle,walls,
68,The divine comedy,"when arriv’d, where underneath the gaping arch lets pass the scourged souls: “pause here,” the teacher said, “and let these others miserable, now strike on thy ken, faces not yet beheld, for that together they with us have walk’d.” from the old bridge we ey’d the pack, who came from th’ other side towards us, like the rest, excoriate from the lash.",souls,pack,
68,The divine comedy,"all bear him company, who like deceit to his have practis’d.",him,bear,
68,The divine comedy,"thus revers’d, and as a stake driv’n in the soil!” i in these words began, “if thou be able, utter forth thy voice.” there stood i like the friar, that doth shrive a wretch for murder doom’d, who e’en when fix’d, calleth him back, whence death awhile delays.",I,friar,
